time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),rain (inch),snowfall (inch),wind_speed_10m (mp/h),wind_gusts_10m (mp/h)
2020-01-01T00:00,24.1,56,10.8,0,0,7.3,15
2020-01-01T01:00,24,58,11.3,0,0,6,12.5
2020-01-01T02:00,26.7,57,13.5,0,0,7.7,14.1
2020-01-01T03:00,27.1,57,13.7,0,0,6.5,13.2
2020-01-01T04:00,24.9,61,13.3,0,0,5.6,11.2
2020-01-01T05:00,30.8,57,17.3,0,0,8.9,8.9
2020-01-01T06:00,28.7,61,16.9,0,0,10.6,17.7
2020-01-01T07:00,27.1,68,18,0,0,5.5,17.4
2020-01-01T08:00,30.7,67,21.1,0,0,5.6,9.8
2020-01-01T09:00,33.6,65,23.3,0,0,5.1,9.2
2020-01-01T10:00,38.3,59,25.3,0,0,8.1,13.2
2020-01-01T11:00,42,54,26.7,0,0,9.5,16.8
2020-01-01T12:00,39.5,67,29.3,0,0,5.1,16.8
2020-01-01T13:00,38.3,72,30,0.008,0,6,42.1
2020-01-01T14:00,39,75,31.6,0,0,5.8,10.1
2020-01-01T15:00,42.8,59,29.7,0,0,3.2,9.4
2020-01-01T16:00,38.1,65,27.5,0,0,7,8.5
2020-01-01T17:00,31.2,67,21.5,0,0,7.4,11.2
2020-01-01T18:00,30,70,21.6,0,0,6.3,10.5
2020-01-01T19:00,29.3,73,21.6,0,0,8.2,13.9
2020-01-01T20:00,26.9,71,18.9,0,0,6.7,13.6
2020-01-01T21:00,23.7,65,13.7,0,0,10.4,13.2
2020-01-01T22:00,24.5,58,11.9,0,0,10.1,13.2
2020-01-01T23:00,34.7,43,14.4,0,0,6.5,12.8
2020-01-02T00:00,32.2,47,14.4,0,0,3.6,8.5
2020-01-02T01:00,28.3,52,13.1,0,0,6.9,8.5
2020-01-02T02:00,26.1,51,10.6,0,0,8.9,11.2
2020-01-02T03:00,18.3,57,5.6,0,0,12.2,14.8
2020-01-02T04:00,32.3,36,8.1,0,0,4.3,16.1
2020-01-02T05:00,24.9,69,16.1,0,0,6,10.5
2020-01-02T06:00,24.9,63,14.1,0,0,7.5,11.2
2020-01-02T07:00,22.2,72,14.5,0,0,8.4,12.1
2020-01-02T08:00,20.1,73,12.9,0,0,7.9,11
2020-01-02T09:00,30.7,62,19.3,0,0,5.3,11
2020-01-02T10:00,36.2,53,20.9,0,0,6.5,12.1
2020-01-02T11:00,37.7,50,20.8,0,0,5.7,12.5
2020-01-02T12:00,38.6,51,22.1,0,0,3.4,11.2
2020-01-02T13:00,42.6,30,13.2,0,0,4.8,11.6
2020-01-02T14:00,42.4,30,13.4,0,0,8.9,15.7
2020-01-02T15:00,39.8,35,14.5,0,0,11.6,19.7
2020-01-02T16:00,36.4,39,13.8,0,0,10.7,19.9
2020-01-02T17:00,33.9,52,18.3,0,0,4.8,17
2020-01-02T18:00,29.7,62,18.1,0,0,3.8,5.6
2020-01-02T19:00,30.1,53,15.2,0,0,1.8,6.3
2020-01-02T20:00,26.3,61,14.6,0,0,4.6,5.4
2020-01-02T21:00,29.2,46,10.9,0,0,9.6,13.2
2020-01-02T22:00,28.2,48,11.2,0,0,6,17.4
2020-01-02T23:00,24.3,57,11.3,0,0,4.7,9.4
2020-01-03T00:00,22.6,58,10,0,0,4.1,6.7
2020-01-03T01:00,22.6,53,8.2,0,0,4.3,6.9
2020-01-03T02:00,22.8,51,7.3,0,0,3.6,6.9
2020-01-03T03:00,22.3,51,6.9,0,0,4.3,6.3
2020-01-03T04:00,22.6,49,6.4,0,0,3.3,6.5
2020-01-03T05:00,24.9,49,8.5,0,0,6.4,5.6
2020-01-03T06:00,25.3,50,9.1,0,0,5.3,8.3
2020-01-03T07:00,23,55,9.2,0,0,9.8,14.3
2020-01-03T08:00,23,53,8.3,0,0,9.6,14.8
2020-01-03T09:00,28.8,44,9.7,0,0,9.4,16.3
2020-01-03T10:00,34.2,38,10.9,0,0,8.4,16.1
2020-01-03T11:00,40.2,29,10.6,0,0,7.1,15.7
2020-01-03T12:00,42.5,27,11,0,0,0.9,14.1
2020-01-03T13:00,43.3,31,14.7,0,0,2.7,8.5
2020-01-03T14:00,43.3,33,16.3,0,0,5.8,10.3
2020-01-03T15:00,41,42,19.9,0,0,9.1,16.6
2020-01-03T16:00,37,49,19.7,0,0,5.9,14.3
2020-01-03T17:00,42.6,34,16.4,0,0,4.8,8.7
2020-01-03T18:00,36.5,46,17.9,0,0,3.2,6.5
2020-01-03T19:00,32,60,19.6,0,0,4.1,5.6
2020-01-03T20:00,32.1,60,19.7,0,0,3.6,6
2020-01-03T21:00,31.2,63,20.1,0,0,4.5,9.4
2020-01-03T22:00,30.7,64,19.9,0,0,1.6,7.6
2020-01-03T23:00,30.3,66,20.2,0,0,2.7,4.5
2020-01-04T00:00,29.8,67,20.1,0,0,5.9,9.6
2020-01-04T01:00,29.8,64,19.1,0,0,3.7,9.6
2020-01-04T02:00,28.6,67,18.9,0,0,5.2,6
2020-01-04T03:00,28.2,66,18.1,0,0,4.4,6
2020-01-04T04:00,29.9,59,17.5,0,0,5.5,8.9
2020-01-04T05:00,29.6,63,18.5,0,0,5.1,8.9
2020-01-04T06:00,30.2,61,18.3,0,0,4.6,8.3
2020-01-04T07:00,29.9,61,18.2,0,0,7.4,8.7
2020-01-04T08:00,33.7,53,18.5,0,0,5.9,9.2
2020-01-04T09:00,40.9,44,20.4,0,0,5.9,9.2
2020-01-04T10:00,45.2,45,25.3,0,0,7.9,13.9
2020-01-04T11:00,49.6,41,26.6,0,0,8.6,15.2
2020-01-04T12:00,50.6,39,26.3,0,0,10.3,18.1
2020-01-04T13:00,53.1,35,26.2,0,0,10.3,18.1
2020-01-04T14:00,54.4,33,26.2,0,0,7.6,18.1
2020-01-04T15:00,54.1,38,29,0,0,3.2,13.2
2020-01-04T16:00,49.7,49,31.6,0,0,4.5,5.6
2020-01-04T17:00,50.5,43,28.8,0,0,1.6,5.6
2020-01-04T18:00,35.5,73,27.8,0,0,5.6,6.5
2020-01-04T19:00,39.7,55,24.8,0,0,3.8,8.1
2020-01-04T20:00,38.7,54,23.4,0,0,4,5.4
2020-01-04T21:00,35.3,53,19.8,0,0,6.5,9.8
2020-01-04T22:00,39.2,39,16.3,0,0,9.8,15
2020-01-04T23:00,43.2,30,13.6,0,0,15.2,24.2
2020-01-05T00:00,44.2,29,13.7,0,0,22.1,36.2
2020-01-05T01:00,43.6,30,14.1,0,0,22.2,38.9
2020-01-05T02:00,41.7,31,13.2,0,0,6.4,37.1
2020-01-05T03:00,32.6,55,18.1,0,0,9.1,13.4
2020-01-05T04:00,27.7,71,19.6,0,0,5.6,16.1
2020-01-05T05:00,25.9,73,18.3,0,0,6.3,9.2
2020-01-05T06:00,25.9,67,16.4,0,0,5.4,10.1
2020-01-05T07:00,24.5,68,15.6,0,0,4.8,8.7
2020-01-05T08:00,26.8,61,15.2,0,0,2.9,7.2
2020-01-05T09:00,31.3,49,14.5,0,0,4.1,8.7
2020-01-05T10:00,36.3,43,16,0,0,5.6,10.7
2020-01-05T11:00,38.5,37,14.4,0,0,9.2,17.4
2020-01-05T12:00,41.3,35,15.7,0,0,7.2,17.7
2020-01-05T13:00,43.5,36,18.1,0,0,4.1,15.2
2020-01-05T14:00,44.2,36,18.9,0,0,4.2,11
2020-01-05T15:00,43.9,38,19.7,0,0,6.6,12.3
2020-01-05T16:00,39.9,48,21.6,0,0,10.3,16.3
2020-01-05T17:00,30.9,60,18.8,0,0,11.1,18.8
2020-01-05T18:00,29.1,61,17.4,0,0,5.6,18.3
2020-01-05T19:00,26,68,17,0,0,6.5,8.9
2020-01-05T20:00,25.4,67,16.1,0,0,2.9,7.8
2020-01-05T21:00,27.6,58,14.9,0,0,2.4,4
2020-01-05T22:00,28,54,13.4,0,0,1.4,5.4
2020-01-05T23:00,23.4,66,13.7,0,0,3.4,5.6
2020-01-06T00:00,22.6,72,14.8,0,0,2.9,7.2
2020-01-06T01:00,23.1,68,14.1,0,0,5.4,7.4
2020-01-06T02:00,30.4,41,9.6,0,0,12.3,18.3
2020-01-06T03:00,30.9,35,6.3,0,0,15.7,25.9
2020-01-06T04:00,30.2,33,4.2,0,0,16.4,27.5
2020-01-06T05:00,23.8,46,6.1,0,0,7.1,27.3
2020-01-06T06:00,23.4,52,8.2,0,0,3.8,9.2
2020-01-06T07:00,23,49,6.5,0,0,6.2,10.1
2020-01-06T08:00,24.6,45,6.1,0,0,6.1,10.3
2020-01-06T09:00,29.2,39,7.3,0,0,6.8,12.1
2020-01-06T10:00,33.7,35,8.9,0,0,6.3,13.9
2020-01-06T11:00,37.9,29,8.2,0,0,6.5,15
2020-01-06T12:00,40.1,23,5.5,0,0,14.9,23.9
2020-01-06T13:00,39.9,24,6.4,0,0,14.1,27.3
2020-01-06T14:00,40.2,25,6.7,0,0,10.8,24.8
2020-01-06T15:00,40.1,25,6.6,0,0,5.3,19.2
2020-01-06T16:00,36.9,38,13.6,0,0,4.2,15.7
2020-01-06T17:00,29.4,42,9,0,0,7.9,7.4
2020-01-06T18:00,34.8,31,7.3,0,0,3.4,9.2
2020-01-06T19:00,26.4,47,8.7,0,0,4.7,7.2
2020-01-06T20:00,24.1,54,9.9,0,0,6.1,8.1
2020-01-06T21:00,23.9,54,9.5,0,0,6.6,8.3
2020-01-06T22:00,25.3,47,8,0,0,5.8,8.3
2020-01-06T23:00,26.2,42,6.4,0,0,9.7,15
2020-01-07T00:00,26.2,43,7,0,0,10.9,17.4
2020-01-07T01:00,25.9,46,7.8,0,0,11.1,17.4
2020-01-07T02:00,23.6,50,7.9,0,0,9.7,18.6
2020-01-07T03:00,25.5,47,8.2,0,0,2.7,14.8
2020-01-07T04:00,23.2,54,8.9,0,0,3.6,5.6
2020-01-07T05:00,24.2,61,12.5,0,0,5.9,7.6
2020-01-07T06:00,26.1,58,13.3,0,0,4.5,7.2
2020-01-07T07:00,26.2,57,13.2,0,0,5.2,7.8
2020-01-07T08:00,28,56,14.4,0,0,3.7,7.6
2020-01-07T09:00,33.2,49,15.9,0,0,5.7,10.1
2020-01-07T10:00,39.2,41,17.7,0,0,6.7,13.4
2020-01-07T11:00,44.9,34,18.5,0,0,5.2,13.4
2020-01-07T12:00,48.2,31,18.9,0,0,6,13.2
2020-01-07T13:00,50,28,18.1,0,0,6.9,14.1
2020-01-07T14:00,50.9,27,18.2,0,0,6.6,14.3
2020-01-07T15:00,50.5,29,19.8,0,0,5.9,13.2
2020-01-07T16:00,45.1,55,29.9,0,0,4.5,10.1
2020-01-07T17:00,36.8,59,23.6,0,0,7.4,5.4
2020-01-07T18:00,34.7,60,22.4,0,0,4.3,8.9
2020-01-07T19:00,30.7,67,21,0,0,5,8.9
2020-01-07T20:00,27.6,69,18.6,0,0,4.4,7.6
2020-01-07T21:00,26.4,66,16.6,0,0,5.5,7.2
2020-01-07T22:00,25.6,64,15.2,0,0,6.7,8.3
2020-01-07T23:00,25.5,62,14.5,0,0,6.5,8.1
2020-01-08T00:00,25.4,62,14.3,0,0,6,8.1
2020-01-08T01:00,25.8,62,14.6,0,0,5.9,7.6
2020-01-08T02:00,25.4,62,14.2,0,0,6.2,7.8
2020-01-08T03:00,25.9,58,13.3,0,0,4.5,7.6
2020-01-08T04:00,25.9,57,12.7,0,0,4.3,6.7
2020-01-08T05:00,24.5,61,13,0,0,6.3,6.7
2020-01-08T06:00,25.2,59,12.7,0,0,6.6,7.8
2020-01-08T07:00,25.8,55,11.9,0,0,6.2,8.1
2020-01-08T08:00,29.5,47,11.5,0,0,4.5,7.8
2020-01-08T09:00,35.6,42,14.5,0,0,5.8,10.5
2020-01-08T10:00,42.6,35,16.6,0,0,6.6,12.8
2020-01-08T11:00,47.5,29,16.9,0,0,9.1,16.6
2020-01-08T12:00,51.2,25,16.5,0,0,10.6,19
2020-01-08T13:00,53,24,16.7,0,0,13.5,23.3
2020-01-08T14:00,53.2,23,16.5,0,0,12.1,23.7
2020-01-08T15:00,52.3,27,19,0,0,8,21
2020-01-08T16:00,44.9,51,27.6,0,0,6.3,12.8
2020-01-08T17:00,43.5,31,14.5,0,0,8.3,7.6
2020-01-08T18:00,36.6,40,14.4,0,0,5.9,13.9
2020-01-08T19:00,35.7,41,14.5,0,0,1.4,9.4
2020-01-08T20:00,33.4,51,17.2,0,0,1.4,4
2020-01-08T21:00,28.5,50,12.4,0,0,5.2,8.1
2020-01-08T22:00,28.8,43,8.9,0,0,6,9.4
2020-01-08T23:00,27.7,48,10.5,0,0,6,11
2020-01-09T00:00,26,55,11.9,0,0,5,9.8
2020-01-09T01:00,23.4,65,13.2,0,0,6.5,8.3
2020-01-09T02:00,22.3,68,13.4,0,0,3.2,8.1
2020-01-09T03:00,22.5,67,13.2,0,0,4.3,5.4
2020-01-09T04:00,24.6,56,11.3,0,0,2.3,5.4
2020-01-09T05:00,22.6,63,12.1,0,0,3.5,4.7
2020-01-09T06:00,23.2,63,12.5,0,0,3.4,4.7
2020-01-09T07:00,24.6,58,12,0,0,3.9,5.8
2020-01-09T08:00,25.3,56,11.9,0,0,4.7,6.3
2020-01-09T09:00,30.7,46,12.6,0,0,1.6,7.6
2020-01-09T10:00,35.2,40,13.4,0,0,3.5,8.7
2020-01-09T11:00,37.9,33,11.3,0,0,4.3,11.6
2020-01-09T12:00,40.1,29,10.6,0,0,1.6,11.2
2020-01-09T13:00,40.7,29,11.1,0,0,4.1,11
2020-01-09T14:00,41.3,28,10.9,0,0,6.9,14.1
2020-01-09T15:00,40.9,29,10.9,0,0,7.7,15
2020-01-09T16:00,38.7,46,19.5,0,0,2.8,13.9
2020-01-09T17:00,36.2,49,18.9,0,0,5.1,8.7
2020-01-09T18:00,35.6,49,18.1,0,0,4,7.4
2020-01-09T19:00,31.3,59,18.8,0,0,4.1,6.3
2020-01-09T20:00,30.8,66,20.9,0,0,4.7,6
2020-01-09T21:00,31.1,68,21.9,0,0.028,0.4,5.6
2020-01-09T22:00,30,72,22.2,0,0.028,1.8,2.9
2020-01-09T23:00,27.5,79,21.9,0,0,3.4,4.7
2020-01-10T00:00,29.1,72,21.4,0,0,1,4
2020-01-10T01:00,27.2,76,20.8,0,0,0.8,1.6
2020-01-10T02:00,22.2,85,18.4,0,0,4.6,4.9
2020-01-10T03:00,22.3,73,15,0,0,4.5,6.3
2020-01-10T04:00,21.7,67,12.3,0,0,3.3,6
2020-01-10T05:00,23.5,58,10.9,0,0,4.7,4.5
2020-01-10T06:00,23.5,63,12.9,0,0,5.2,7.4
2020-01-10T07:00,21.9,67,12.7,0,0.028,5.6,7.6
2020-01-10T08:00,25.1,59,12.9,0,0.028,1.6,6.7
2020-01-10T09:00,28.3,55,14.1,0,0,3.2,7.4
2020-01-10T10:00,30.7,48,13.5,0,0,5.4,12.1
2020-01-10T11:00,32.2,42,11.8,0,0,7.5,15.7
2020-01-10T12:00,32.9,41,11.5,0,0,8.2,17.2
2020-01-10T13:00,32.1,43,12.3,0,0,8.3,17.2
2020-01-10T14:00,31.6,46,13,0,0,7.7,17.4
2020-01-10T15:00,30.8,44,11.6,0,0,6.5,15.9
2020-01-10T16:00,29.1,44,9.9,0,0,5.6,13.2
2020-01-10T17:00,22.6,58,10,0,0,6,9.4
2020-01-10T18:00,19.9,65,10.1,0,0,3.2,9.8
2020-01-10T19:00,18.2,71,10.5,0,0,3.6,5.4
2020-01-10T20:00,18.1,70,10,0,0,3.2,4.7
2020-01-10T21:00,18.3,70,10.2,0,0,1.8,3.6
2020-01-10T22:00,18,71,10,0,0,3,4.3
2020-01-10T23:00,17.9,72,10.4,0,0,3.3,5.6
2020-01-11T00:00,17.7,74,10.8,0,0,2.8,5.6
2020-01-11T01:00,19.2,70,10.9,0,0,0.5,3.8
2020-01-11T02:00,17.7,74,10.8,0,0,3,3.6
2020-01-11T03:00,16.6,72,9.2,0,0,2.6,3.4
2020-01-11T04:00,15.8,65,6.1,0,0,1.8,2.9
2020-01-11T05:00,15.1,47,-1.7,0,0,2.5,2.7
2020-01-11T06:00,16.2,38,-5.1,0,0,2.7,6
2020-01-11T07:00,16.8,37,-4.9,0,0,1.7,4.3
2020-01-11T08:00,18.6,41,-1.5,0,0,5.6,9.4
2020-01-11T09:00,19.5,48,2.8,0,0,5,11
2020-01-11T10:00,21.9,39,0.9,0,0,3.3,12.5
2020-01-11T11:00,26.3,32,0.4,0,0,4.1,12.5
2020-01-11T12:00,31.3,26,0.6,0,0,5.4,13.2
2020-01-11T13:00,35.9,23,1.4,0,0,6.3,14.5
2020-01-11T14:00,38.9,21,2.7,0,0,5.7,14.5
2020-01-11T15:00,39.5,22,3.7,0,0,3.2,12.8
2020-01-11T16:00,34.4,29,5.1,0,0,4.1,7.8
2020-01-11T17:00,30.5,54,15.6,0,0,6.2,5.8
2020-01-11T18:00,32.5,54,17.7,0,0,4,7.6
2020-01-11T19:00,30.2,66,20.1,0,0.028,4.9,6.7
2020-01-11T20:00,30.7,58,17.5,0,0,4.5,6.7
2020-01-11T21:00,30.7,53,15.4,0,0,5.5,8.9
2020-01-11T22:00,26.8,60,14.6,0,0,4.9,8.9
2020-01-11T23:00,24,62,13,0,0,4.3,7.8
2020-01-12T00:00,21.9,63,11.2,0,0,3.6,7.4
2020-01-12T01:00,19.9,64,9.7,0,0,3.8,5.8
2020-01-12T02:00,19.9,62,9.1,0,0,3.8,6
2020-01-12T03:00,19.5,57,6.9,0,0,4.4,7.6
2020-01-12T04:00,20.2,52,5.5,0,0,4,7.6
2020-01-12T05:00,19.7,53,5.5,0,0,2.8,8.9
2020-01-12T06:00,20.7,49,4.6,0,0,3.6,5.6
2020-01-12T07:00,19.9,47,2.8,0,0,6,9.6
2020-01-12T08:00,20.9,43,1.8,0,0,8.1,12.1
2020-01-12T09:00,28,31,1,0,0,6.5,13
2020-01-12T10:00,35.2,23,1.3,0,0,5.8,12.5
2020-01-12T11:00,37.5,21,1.5,0,0,3.8,12.5
2020-01-12T12:00,39.7,18,-0.8,0,0,2.6,11
2020-01-12T13:00,41.1,15,-3.5,0,0,2.5,9.6
2020-01-12T14:00,41.8,14,-4.1,0,0,6.5,13
2020-01-12T15:00,41,16,-2.4,0,0,7.1,13.9
2020-01-12T16:00,37.3,23,3.1,0,0,10.3,17
2020-01-12T17:00,33.8,34,8.3,0,0,6.5,17
2020-01-12T18:00,31.3,37,7.7,0,0,7.6,10.3
2020-01-12T19:00,25.3,45,7,0,0,3.2,8.9
2020-01-12T20:00,21.7,58,9.1,0,0,2,4.7
2020-01-12T21:00,20.1,62,9.3,0,0,4.7,5.4
2020-01-12T22:00,19.8,60,8.1,0,0,4.8,6.3
2020-01-12T23:00,19.6,57,7,0,0,5.1,5.8
2020-01-13T00:00,20.8,50,5.1,0,0,4.4,6.7
2020-01-13T01:00,19,53,4.6,0,0,4.5,6.7
2020-01-13T02:00,21.1,47,4.2,0,0,3.8,6.3
2020-01-13T03:00,19.5,48,3,0,0,4.6,6.3
2020-01-13T04:00,19.6,46,2.2,0,0,4.3,6.3
2020-01-13T05:00,19.9,46,2.6,0,0,6,6.5
2020-01-13T06:00,19,47,2,0,0,4.1,7.4
2020-01-13T07:00,18.1,49,1.9,0,0,4.7,5.8
2020-01-13T08:00,21.6,42,2,0,0,3.2,6.3
2020-01-13T09:00,28,32,2.1,0,0,0.8,5.6
2020-01-13T10:00,32.9,27,2.3,0,0,1.3,7.6
2020-01-13T11:00,37.6,23,3.3,0,0,1.6,7.8
2020-01-13T12:00,40.1,22,3.8,0,0,5.3,12.8
2020-01-13T13:00,38.9,24,5,0,0,8.1,15
2020-01-13T14:00,40.3,25,7.3,0,0,6,17.4
2020-01-13T15:00,41.8,23,6.8,0,0,1.8,12.5
2020-01-13T16:00,38.9,23,4.3,0,0,5.1,7.8
2020-01-13T17:00,29.7,45,10.7,0,0,7,10.5
2020-01-13T18:00,32.5,41,11.4,0,0,2.2,7.8
2020-01-13T19:00,23.5,61,11.9,0,0,6.5,7.8
2020-01-13T20:00,24,60,12.1,0,0,4.9,8.1
2020-01-13T21:00,25.4,50,9.1,0,0,7,11.2
2020-01-13T22:00,24.4,48,7.3,0,0,6,11.2
2020-01-13T23:00,23.4,51,8,0,0,6.5,8.7
2020-01-14T00:00,23.6,52,8.6,0,0,5.2,8.1
2020-01-14T01:00,22.6,53,7.9,0,0,5.5,6.5
2020-01-14T02:00,21.7,54,7.4,0,0,5.6,7.4
2020-01-14T03:00,21.3,54,7.1,0,0,5.5,6.9
2020-01-14T04:00,22.4,50,6.5,0,0,4.2,6.7
2020-01-14T05:00,21.2,51,5.7,0,0,5.4,7.2
2020-01-14T06:00,20.9,50,5.2,0,0,5.4,7.2
2020-01-14T07:00,21.2,49,4.9,0,0,5.6,6.7
2020-01-14T08:00,25.5,41,4.9,0,0,3.7,7.6
2020-01-14T09:00,35.3,27,5,0,0,3.5,7.2
2020-01-14T10:00,45.5,19,5.6,0,0,6.9,12.3
2020-01-14T11:00,51.3,16,6.3,0,0,14,23.7
2020-01-14T12:00,52.7,16,7.2,0,0,17.7,30.2
2020-01-14T13:00,52.9,16,8,0,0,19.2,32.9
2020-01-14T14:00,53.1,17,9.8,0,0,18.4,32.9
2020-01-14T15:00,52.3,21,13.7,0,0,15.4,30.6
2020-01-14T16:00,47.8,27,15.1,0,0,7.1,25.5
2020-01-14T17:00,37.3,34,11.4,0,0,2.7,11.6
2020-01-14T18:00,32.3,44,12.7,0,0,2.7,3.4
2020-01-14T19:00,26.7,59,14.1,0,0,4.4,6.7
2020-01-14T20:00,24.9,65,14.8,0,0,4.2,6.7
2020-01-14T21:00,24,66,14.2,0,0,4.5,6.5
2020-01-14T22:00,24.4,62,13.1,0,0,3.2,6
2020-01-14T23:00,23.5,61,12.2,0,0,4,5.4
2020-01-15T00:00,27.6,51,11.8,0,0,2.6,5.1
2020-01-15T01:00,26.8,57,13.7,0,0,9.3,16.3
2020-01-15T02:00,23.6,70,15.4,0,0,4,15
2020-01-15T03:00,23.3,70,14.9,0,0,5.8,6.9
2020-01-15T04:00,23.5,67,14,0,0,5.2,7.6
2020-01-15T05:00,23.3,70,14.9,0,0,5,7.4
2020-01-15T06:00,21.6,74,14.5,0,0,4.8,7.6
2020-01-15T07:00,22.3,69,13.7,0,0,4.8,7.4
2020-01-15T08:00,24.4,62,13,0,0,4.5,7.8
2020-01-15T09:00,28.4,52,13,0,0,4.1,9.6
2020-01-15T10:00,33.9,40,11.8,0,0,2.9,9.6
2020-01-15T11:00,40.5,28,10,0,0,4,11.2
2020-01-15T12:00,44.1,24,9.6,0,0,7.3,14.3
2020-01-15T13:00,41.8,31,13.3,0,0,15.4,27.3
2020-01-15T14:00,43.8,30,14,0,0,13.9,27.5
2020-01-15T15:00,39.3,38,15.9,0,0,16.3,28.6
2020-01-15T16:00,35.8,47,17.3,0,0,14.3,27.7
2020-01-15T17:00,30.8,47,13,0,0,9.8,23.9
2020-01-15T18:00,29.2,47,11.5,0,0,12.3,20.1
2020-01-15T19:00,26.7,52,11.5,0,0,7.5,19.9
2020-01-15T20:00,25,58,12.3,0,0,4.7,8.7
2020-01-15T21:00,26.1,58,13.4,0,0,5.4,6.5
2020-01-15T22:00,23.6,63,13,0,0,6,8.3
2020-01-15T23:00,22.8,64,12.6,0,0,4.5,7.6
2020-01-16T00:00,22.7,61,11.1,0,0,5.7,7.6
2020-01-16T01:00,22.5,51,7.2,0,0,6.9,8.5
2020-01-16T02:00,23.6,49,7.1,0,0,5,8.7
2020-01-16T03:00,22,54,8,0,0,3.8,6.5
2020-01-16T04:00,21.3,55,7.8,0,0,4.1,6.5
2020-01-16T05:00,19,56,5.8,0,0,6.7,10.7
2020-01-16T06:00,17.4,59,5.6,0,0,6.1,10.5
2020-01-16T07:00,16.7,61,5.7,0,0,5.2,9.4
2020-01-16T08:00,17.3,61,6.2,0,0,3.5,7.8
2020-01-16T09:00,20.4,55,6.8,0,0,3.5,9.4
2020-01-16T10:00,24.9,46,6.8,0,0,3.7,10.7
2020-01-16T11:00,30.4,36,6.7,0,0,5.1,12.8
2020-01-16T12:00,34.5,31,7,0,0,7.5,15.7
2020-01-16T13:00,36.8,29,7.4,0,0,9,17.4
2020-01-16T14:00,37.8,29,8.3,0,0,9,17.4
2020-01-16T15:00,36.2,32,9.4,0,0,9.2,17
2020-01-16T16:00,32.6,39,10.3,0,0,9.4,16.3
2020-01-16T17:00,24.2,47,6.7,0,0,4.9,15.2
2020-01-16T18:00,23.4,49,6.9,0,0,5.8,9.2
2020-01-16T19:00,23.1,50,7.3,0,0,4.9,9.2
2020-01-16T20:00,23.9,50,7.9,0,0,6.1,9.6
2020-01-16T21:00,24.4,51,8.7,0,0,4.9,10.1
2020-01-16T22:00,25.3,50,9.2,0,0,5.6,8.9
2020-01-16T23:00,24.8,50,8.7,0,0,7.9,13
2020-01-17T00:00,23.3,52,8.2,0,0,6.1,13
2020-01-17T01:00,22.8,52,7.9,0,0,4.5,9.8
2020-01-17T02:00,22,54,8,0,0,5,8.7
2020-01-17T03:00,21.9,55,8.1,0,0,3,8.1
2020-01-17T04:00,21.1,57,8.1,0,0,2.6,4.9
2020-01-17T05:00,21.3,54,7.3,0,0,2.8,4.5
2020-01-17T06:00,20.9,58,8.3,0,0,5,7.4
2020-01-17T07:00,20.4,64,10.3,0,0,5.1,6.5
2020-01-17T08:00,24.9,61,13.4,0,0,4.3,6.3
2020-01-17T09:00,33.7,46,15.3,0,0,4.9,9.8
2020-01-17T10:00,45.2,31,16.2,0,0,6.2,12.1
2020-01-17T11:00,51.7,27,18.5,0,0,13.8,23.9
2020-01-17T12:00,52.1,21,13.6,0,0,10.5,24.8
2020-01-17T13:00,52.1,15,6,0,0,12.5,22.4
2020-01-17T14:00,50.5,19,9.5,0,0,11.6,23.7
2020-01-17T15:00,47.4,21,9.1,0,0,10.5,21.9
2020-01-17T16:00,39.7,33,12.9,0,0,19.7,34
2020-01-17T17:00,35.4,39,12.7,0,0,8.3,33.6
2020-01-17T18:00,35.2,37,11.4,0,0,9.6,15.9
2020-01-17T19:00,35,35,10.1,0,0,10.5,20.4
2020-01-17T20:00,30.8,40,9.3,0,0,7.9,17.2
2020-01-17T21:00,32.3,35,7.5,0,0,4.5,12.3
2020-01-17T22:00,30.4,37,7.3,0,0,1.9,6.3
2020-01-17T23:00,27.5,41,6.8,0,0,6.4,8.7
2020-01-18T00:00,29.1,36,5.2,0,0,10.3,17.2
2020-01-18T01:00,26.9,37,3.9,0,0,6.4,16.8
2020-01-18T02:00,28,35,3.9,0,0,9.7,16.3
2020-01-18T03:00,22.3,45,4.3,0,0,6.5,15.9
2020-01-18T04:00,19.8,52,4.8,0,0,5.4,8.1
2020-01-18T05:00,19.3,54,5.5,0,0,4,6.7
2020-01-18T06:00,20.9,50,5.3,0,0,3.6,4.9
2020-01-18T07:00,19,53,4.8,0,0,5.9,6.9
2020-01-18T08:00,22.9,44,4,0,0,1.9,6.9
2020-01-18T09:00,27.5,34,2.8,0,0,1.8,6.7
2020-01-18T10:00,32,26,1,0,0,2.9,9.2
2020-01-18T11:00,36.4,20,-1.3,0,0,3.4,10.7
2020-01-18T12:00,39.8,16,-3.2,0,0,1.5,10.7
2020-01-18T13:00,41.8,14,-4.1,0,0,4.6,11.6
2020-01-18T14:00,41.8,14,-4.1,0,0,8.4,16.6
2020-01-18T15:00,42.2,16,-1.2,0,0,8,16.8
2020-01-18T16:00,38.8,20,1.1,0,0,4.7,14.5
2020-01-18T17:00,30.5,42,10,0,0,5.7,8.5
2020-01-18T18:00,27.3,49,10.5,0,0,5.3,8.3
2020-01-18T19:00,28,47,10.3,0,0,4.6,8.1
2020-01-18T20:00,28.9,46,10.9,0,0,4.4,5.6
2020-01-18T21:00,30,45,11.1,0,0,1.7,5.4
