time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),rain (inch),snowfall (inch),wind_speed_10m (mp/h),wind_gusts_10m (mp/h)
2021-08-23T00:00,62,55,45.4,0,0,5.1,6.3
2021-08-23T01:00,61.2,50,42.2,0,0,4.5,6.5
2021-08-23T02:00,60.1,52,42.3,0,0,5.2,6.7
2021-08-23T03:00,59.5,53,42.2,0,0,5,7.2
2021-08-23T04:00,57,58,42.3,0,0,3.4,6
2021-08-23T05:00,55.8,64,43.9,0,0,3.6,4.7
2021-08-23T06:00,56.8,65,45.2,0,0,4.6,6
2021-08-23T07:00,63.2,54,46.3,0,0,1.7,8.3
2021-08-23T08:00,69.6,45,47.3,0,0,2.9,8.9
2021-08-23T09:00,74.8,37,46.9,0,0,0.9,9.4
2021-08-23T10:00,79.3,30,45.6,0,0,1.8,9.4
2021-08-23T11:00,83.4,23,42.1,0,0,2,9.4
2021-08-23T12:00,86.6,20,40.2,0,0,3.4,11.2
2021-08-23T13:00,87.6,20,41.6,0,0,4.2,12.8
2021-08-23T14:00,88.9,20,42.1,0,0,4.7,15.4
2021-08-23T15:00,90.4,16,38.7,0,0,2.9,15.4
2021-08-23T16:00,90.5,16,38.4,0,0,4.8,12.1
2021-08-23T17:00,83,29,47.4,0,0,2.8,10.7
2021-08-23T18:00,80.9,39,53.5,0,0,2.4,6.5
2021-08-23T19:00,73.1,50,53.2,0,0,5.9,7.2
2021-08-23T20:00,69.7,56,53.2,0,0,3.8,6.9
2021-08-23T21:00,66.2,63,53.4,0,0,2.7,4.7
2021-08-23T22:00,65.1,64,52.4,0,0,3.8,5.6
2021-08-23T23:00,64.9,55,48.4,0,0,5.1,9.4
2021-08-24T00:00,63.9,51,45.4,0,0,3.5,8.1
2021-08-24T01:00,63,45,41,0,0,6,10.1
2021-08-24T02:00,61.2,44,39.1,0,0,4.3,10.3
2021-08-24T03:00,59.5,47,39.1,0,0,4.1,7.4
2021-08-24T04:00,58.3,51,40.2,0,0,4.3,7.2
2021-08-24T05:00,56.6,53,39.7,0,0,4.8,6.9
2021-08-24T06:00,58,53,40.8,0,0,3,6.9
2021-08-24T07:00,64,45,42.2,0,0,3.8,8.7
2021-08-24T08:00,73,36,44.4,0,0,2.5,9.4
2021-08-24T09:00,80.4,25,41.4,0,0,1.7,8.5
2021-08-24T10:00,85.1,19,38.3,0,0,1.4,9.4
2021-08-24T11:00,87,17,37.6,0,0,4.6,12.3
2021-08-24T12:00,87.5,17,37.7,0,0,5.2,14.3
2021-08-24T13:00,89.2,16,36.6,0,0,1.4,13.9
2021-08-24T14:00,90.7,14,35.2,0,0,4.7,12.8
2021-08-24T15:00,90.7,14,34.9,0,0,5.7,13.2
2021-08-24T16:00,89.8,15,35.3,0,0,8.7,17.2
2021-08-24T17:00,90,14,35.1,0,0,5.2,17
2021-08-24T18:00,85.1,20,39.3,0,0,4.3,9.8
2021-08-24T19:00,77.6,22,35.9,0,0,6.9,9.4
2021-08-24T20:00,82,18,34.4,0,0,5.7,10.3
2021-08-24T21:00,69.8,33,39.4,0,0,4,6.9
2021-08-24T22:00,66.3,46,44.8,0,0,4.7,7.6
2021-08-24T23:00,64.2,48,44.2,0,0,5.4,7.6
2021-08-25T00:00,63.2,48,43.2,0,0,4.5,6.9
2021-08-25T01:00,61.2,53,44,0,0,5.1,5.4
2021-08-25T02:00,62.7,49,43.1,0,0,5,11.6
2021-08-25T03:00,59.8,51,41.7,0,0,6.5,8.5
2021-08-25T04:00,61.3,46,40.2,0,0,4.7,8.3
2021-08-25T05:00,61.3,56,45.5,0,0,6.5,8.9
2021-08-25T06:00,61.2,60,47.2,0,0,6.7,11.2
2021-08-25T07:00,64.6,59,49.8,0,0,9,16.1
2021-08-25T08:00,66.5,60,52.2,0,0,7.2,17.2
2021-08-25T09:00,69.3,56,52.8,0,0,4.7,15.7
2021-08-25T10:00,72.9,50,52.9,0,0,3.7,13.4
2021-08-25T11:00,76.9,43,52.4,0,0,4.5,13.9
2021-08-25T12:00,80.6,36,51.2,0,0,4.7,14.3
2021-08-25T13:00,83.4,31,49.4,0,0,3.8,14.3
2021-08-25T14:00,85.6,28,48.6,0,0,3.8,13.2
2021-08-25T15:00,87.3,26,48.5,0,0,4.6,13
2021-08-25T16:00,88,25,48.3,0,0,6.5,14.8
2021-08-25T17:00,80.1,48,58.7,0,0,5.1,16.3
2021-08-25T18:00,78.8,50,58.7,0,0,3.4,9.8
2021-08-25T19:00,72.6,64,59.8,0.008,0,9.3,13.9
2021-08-25T20:00,70.2,72,60.5,0,0,4.3,15.7
2021-08-25T21:00,68.8,76,61,0,0,3.2,7.4
2021-08-25T22:00,68.2,72,59,0,0,4.5,6.9
2021-08-25T23:00,67,71,57.3,0,0,5.1,8.7
2021-08-26T00:00,64.9,74,56.4,0,0,3.3,8.3
2021-08-26T01:00,64.2,74,55.9,0,0,2.4,5.4
2021-08-26T02:00,61.5,81,55.8,0,0,2.5,3.6
2021-08-26T03:00,60.4,80,54.1,0,0,3.8,4.7
2021-08-26T04:00,61.3,73,52.5,0,0,1.5,4.9
2021-08-26T05:00,62.7,67,51.7,0,0,2.9,3.1
2021-08-26T06:00,61.6,73,52.9,0,0,1.4,3.8
2021-08-26T07:00,63.7,75,55.5,0,0,2.7,8.1
2021-08-26T08:00,67.4,71,57.5,0,0,3,10.1
2021-08-26T09:00,73.2,54,55.6,0,0,2.7,10.5
2021-08-26T10:00,79.2,40,53,0,0,2.4,10.7
2021-08-26T11:00,82.6,34,51.4,0,0,4.6,12.5
2021-08-26T12:00,80.6,38,52.4,0,0,3.8,14.3
2021-08-26T13:00,79.3,40,53.2,0,0,3.4,14.1
2021-08-26T14:00,82.6,30,48.2,0,0,9.7,19.7
2021-08-26T15:00,85.8,23,43.3,0,0,9.4,20.1
2021-08-26T16:00,86,23,43.3,0,0,6,19.2
2021-08-26T17:00,84,21,40.1,0,0,11.4,14.8
2021-08-26T18:00,81,25,41.6,0,0,7.7,19.7
2021-08-26T19:00,73.8,33,43.3,0,0,4.6,12.8
2021-08-26T20:00,68.8,42,45,0,0,4.4,9.8
2021-08-26T21:00,69.5,48,49.1,0,0,13.5,21.5
2021-08-26T22:00,66.6,57,50.9,0,0,4.6,22.4
2021-08-26T23:00,65,60,50.8,0,0,4.3,6.9
2021-08-27T00:00,63.5,62,50.5,0,0,4.1,7.4
2021-08-27T01:00,62.1,64,49.8,0,0,5.4,8.5
2021-08-27T02:00,61.3,67,50.3,0,0,5.5,9.6
2021-08-27T03:00,59.6,70,49.9,0,0,4.3,8.9
2021-08-27T04:00,57.7,71,48.3,0,0,4.1,7.2
2021-08-27T05:00,57.1,66,45.9,0,0,4.4,7.2
2021-08-27T06:00,58.6,60,44.9,0,0,4.7,7.4
2021-08-27T07:00,64.7,50,45.6,0,0,5.2,10.5
2021-08-27T08:00,72.4,41,47.1,0,0,3.6,10.7
2021-08-27T09:00,79.4,30,45.4,0,0,3.3,10.3
2021-08-27T10:00,84.5,24,43.4,0,0,3,11.4
2021-08-27T11:00,87.1,20,40.6,0,0,3.7,11.4
2021-08-27T12:00,89.3,18,40.5,0,0,6.4,15.9
2021-08-27T13:00,91.3,17,39.8,0,0,7.5,17
2021-08-27T14:00,92,16,38.8,0,0,4.2,16.8
2021-08-27T15:00,91,15,37.8,0,0,2.4,12.3
2021-08-27T16:00,89.2,17,38,0,0,5.2,10.7
2021-08-27T17:00,83.8,23,42.1,0,0,5.4,11.6
2021-08-27T18:00,80.9,37,52,0.004,0,1.3,10.1
2021-08-27T19:00,75.7,41,50.2,0,0,8.9,14.1
2021-08-27T20:00,75.6,31,42.6,0,0,6.7,15.4
2021-08-27T21:00,70,39,44.1,0,0,6.6,11
2021-08-27T22:00,66.9,45,44.6,0,0,4.7,7.8
2021-08-27T23:00,64.1,53,46.7,0,0,4.5,6
2021-08-28T00:00,63.9,51,45.2,0,0,4.5,6.7
2021-08-28T01:00,64.7,44,42.4,0,0,6.4,10.3
2021-08-28T02:00,63.6,43,40.6,0,0,5.5,10.5
2021-08-28T03:00,59.5,52,41.8,0,0,5.8,8.9
2021-08-28T04:00,57.9,55,41.8,0,0,4,6.9
2021-08-28T05:00,57.1,55,41.2,0,0,4.7,5.1
2021-08-28T06:00,58.6,52,41.1,0,0,3.6,6
2021-08-28T07:00,64.8,43,41.9,0,0,3.5,8.1
2021-08-28T08:00,70.7,37,43.3,0,0,3.8,10.3
2021-08-28T09:00,75.3,33,44.2,0,0,4.9,12.8
2021-08-28T10:00,80,28,44.2,0,0,4.7,14.1
2021-08-28T11:00,84.6,24,44,0,0,6.2,15.4
2021-08-28T12:00,88.3,20,42.5,0,0,6.1,16.3
2021-08-28T13:00,90.1,18,40.6,0,0,4.1,15.7
2021-08-28T14:00,91,16,38.9,0,0,6.5,14.8
2021-08-28T15:00,90.1,16,38.3,0,0,9.1,18.6
2021-08-28T16:00,90.2,14,35.4,0,0,7.2,18.3
2021-08-28T17:00,87.3,23,45.1,0,0,8.5,18.3
2021-08-28T18:00,79,42,53.8,0,0,12.6,24.6
2021-08-28T19:00,75.7,43,51.4,0,0,4.5,21
2021-08-28T20:00,73.3,48,52.4,0,0,9.2,14.8
2021-08-28T21:00,70.4,53,52.5,0,0,11.9,24.4
2021-08-28T22:00,68.7,55,51.8,0,0,6,19.5
2021-08-28T23:00,68.2,53,50.3,0,0,6.2,10.3
2021-08-29T00:00,66.8,51,48.3,0,0,10.7,17.7
2021-08-29T01:00,65.5,50,46.3,0,0,11.3,19.2
2021-08-29T02:00,64.4,52,46.3,0,0,9.1,18.8
2021-08-29T03:00,63.3,56,47.4,0,0,6.4,15.4
2021-08-29T04:00,62.2,61,48.6,0,0,3,10.7
2021-08-29T05:00,61.6,66,50.3,0,0,2.6,5.4
2021-08-29T06:00,61,70,51.2,0,0,2.4,4.3
2021-08-29T07:00,62,68,51.4,0,0,2.6,7.6
2021-08-29T08:00,64,65,51.9,0,0,2,8.5
2021-08-29T09:00,67.6,59,52.5,0,0,4.1,12.3
2021-08-29T10:00,72.2,50,52.5,0,0,6,15.4
2021-08-29T11:00,75.1,43,51.4,0,0,2.1,15.4
2021-08-29T12:00,78.6,39,51.4,0,0,2,11
2021-08-29T13:00,80.8,36,51.7,0,0,1.4,11.2
2021-08-29T14:00,81.1,36,51.6,0.004,0,1,15.9
2021-08-29T15:00,81.2,35,50.8,0,0,7.3,15.2
2021-08-29T16:00,81.9,31,48.3,0,0,4.9,15.7
2021-08-29T17:00,78.7,41,52.8,0,0,5.3,11.6
2021-08-29T18:00,77.1,42,52.4,0,0,5.1,10.7
2021-08-29T19:00,73.7,47,52,0,0,7.8,12.5
2021-08-29T20:00,71.8,53,53.7,0,0,8.7,14.1
2021-08-29T21:00,70.3,55,53.3,0,0,4.8,14.3
2021-08-29T22:00,66.2,64,53.8,0,0,2.9,8.1
2021-08-29T23:00,63.3,74,54.9,0,0,2.4,4.3
2021-08-30T00:00,61.5,79,54.9,0,0,2.4,4
2021-08-30T01:00,59.5,84,54.7,0,0,1.7,4
2021-08-30T02:00,57.7,85,53.4,0,0,2.2,4
2021-08-30T03:00,56.1,85,51.8,0,0,2.7,4.7
2021-08-30T04:00,54.7,88,51.3,0,0,2.6,4.7
2021-08-30T05:00,55,74,46.8,0,0,4.1,4.5
2021-08-30T06:00,55.9,62,43.2,0,0,2.2,5.1
2021-08-30T07:00,61.2,51,42.8,0,0,2.3,6.9
2021-08-30T08:00,68.9,43,45.3,0,0,1.6,7.6
2021-08-30T09:00,77.5,28,42.2,0,0,3.3,10.3
2021-08-30T10:00,85.1,16,34.5,0,0,3.7,11.9
2021-08-30T11:00,88.9,12,30,0,0,2.9,11.6
2021-08-30T12:00,90.1,10,27.2,0,0,6,14.8
2021-08-30T13:00,91,10,26,0,0,9.1,19
2021-08-30T14:00,91.2,9,25.3,0,0,8.1,20.1
2021-08-30T15:00,92.1,9,25.3,0,0,6.9,17.4
2021-08-30T16:00,91.8,9,25.3,0,0,10.6,18.8
2021-08-30T17:00,88.6,11,28,0,0,6.3,21
2021-08-30T18:00,82,28,45.9,0,0,6.1,10.5
2021-08-30T19:00,81.1,17,31.5,0,0,3.6,7.2
2021-08-30T20:00,72.1,27,36.3,0,0,5.4,7.6
2021-08-30T21:00,68,32,36.7,0,0,4,6.9
2021-08-30T22:00,64.2,38,37.9,0,0,5,9.6
2021-08-30T23:00,63.1,40,38.4,0,0,4.2,8.3
2021-08-31T00:00,60.7,44,38.6,0,0,3.7,6.7
2021-08-31T01:00,59.7,43,37.3,0,0,4,5.8
2021-08-31T02:00,59.2,41,35.2,0,0,4.3,6.5
2021-08-31T03:00,59.1,38,33.4,0,0,4.4,6.9
2021-08-31T04:00,58.4,38,33,0,0,4.9,6.9
2021-08-31T05:00,58.3,37,32.1,0,0,7.3,6.9
2021-08-31T06:00,59.7,43,37,0,0,5,8.5
2021-08-31T07:00,65.4,31,34.1,0,0,2.2,6
2021-08-31T08:00,72,29,38,0,0,3.8,9.6
2021-08-31T09:00,79.7,20,35.2,0,0,5.2,12.8
2021-08-31T10:00,85.7,15,32.2,0,0,4.6,13
2021-08-31T11:00,89.5,12,30.1,0,0,3.9,12.8
2021-08-31T12:00,91.6,11,28.7,0,0,4.7,13.2
2021-08-31T13:00,92.6,10,28.7,0,0,6.9,15.9
2021-08-31T14:00,92.5,10,28.4,0,0,6.5,16.8
2021-08-31T15:00,92.4,10,28,0,0,4.1,15
2021-08-31T16:00,92.3,10,28.6,0,0,6.7,12.8
2021-08-31T17:00,90.1,13,31.8,0,0,4.1,15.7
2021-08-31T18:00,84.1,27,46.4,0,0,5.4,7.6
2021-08-31T19:00,84.6,17,35.3,0,0,2.9,6.5
2021-08-31T20:00,76.2,23,35.2,0,0,5.7,9.2
2021-08-31T21:00,78.9,18,31.1,0,0,10.8,19.7
2021-08-31T22:00,71.7,25,33.7,0,0,6.1,17.7
2021-08-31T23:00,70.6,26,34.4,0,0,5,8.5
2021-09-01T00:00,71.9,26,34.7,0,0,3.4,8.5
2021-09-01T01:00,63.9,38,37.7,0,0,5.3,5.6
2021-09-01T02:00,63,40,38,0,0,5.4,7.4
2021-09-01T03:00,62.8,41,38.6,0,0,3.7,8.3
2021-09-01T04:00,58.6,48,39.1,0,0,2.5,4.7
2021-09-01T05:00,58.6,51,40.7,0,0,2.2,5.8
2021-09-01T06:00,58.8,54,42.2,0,0,1.5,4.3
2021-09-01T07:00,65.3,45,43.4,0,0,2.3,6.5
2021-09-01T08:00,71.5,35,42.4,0,0,5.4,11.4
2021-09-01T09:00,74.3,35,45.1,0,0,7.7,16.1
2021-09-01T10:00,79.3,31,45.7,0,0,6.8,17
2021-09-01T11:00,84,27,46.6,0,0,6.3,16.3
2021-09-01T12:00,87.8,24,46.6,0,0,7.1,16.8
2021-09-01T13:00,88.4,23,46,0,0,9.5,19.7
2021-09-01T14:00,89.3,21,44.3,0,0,10.5,20.6
2021-09-01T15:00,89,20,42.5,0,0,12.3,24.6
2021-09-01T16:00,88.3,20,41.5,0,0,8.6,23.3
2021-09-01T17:00,79.6,31,46.6,0,0,8.4,15.9
2021-09-01T18:00,77.3,36,47.9,0,0,11.1,18.1
2021-09-01T19:00,73,45,50.4,0,0,10.1,19.5
2021-09-01T20:00,69.3,66,57.4,0.024,0,4.7,16.3
2021-09-01T21:00,67.4,85,62.9,0.055,0,0.7,7.2
2021-09-01T22:00,66.3,90,63.2,0.016,0,1.4,3.1
2021-09-01T23:00,65.5,88,62,0,0,2.3,4
2021-09-02T00:00,64.8,89,61.5,0.004,0,1.8,3.8
2021-09-02T01:00,62.9,98,62.3,0,0,2.6,4.5
2021-09-02T02:00,62.4,97,61.7,0,0,2.7,6
2021-09-02T03:00,61.4,97,60.5,0,0,2.6,4.9
2021-09-02T04:00,60,98,59.5,0,0,2.4,4.7
2021-09-02T05:00,59.5,90,56.8,0,0,4.5,4.9
2021-09-02T06:00,60.2,86,56.1,0,0,4.6,7.4
2021-09-02T07:00,64.6,75,56.3,0,0,3,9.2
2021-09-02T08:00,69.1,56,52.9,0,0,1.5,7.8
2021-09-02T09:00,71.4,53,53.2,0,0,2.4,10.1
2021-09-02T10:00,73.4,48,52.5,0,0,1.1,10.1
2021-09-02T11:00,74.6,45,51.7,0,0,2.3,10.1
2021-09-02T12:00,76.7,38,49.4,0,0,3,11.2
2021-09-02T13:00,80.2,30,46,0,0,4.2,13.2
2021-09-02T14:00,81.3,28,45.1,0,0,6.6,15.9
2021-09-02T15:00,81.5,27,44.3,0,0,6.1,16.1
2021-09-02T16:00,81.2,26,43.4,0,0,5.3,14.5
2021-09-02T17:00,78.6,35,49,0,0,7.7,12.3
2021-09-02T18:00,74.8,46,52.8,0.012,0,8.7,15
2021-09-02T19:00,72.9,48,52.1,0,0,6.5,14.3
2021-09-02T20:00,71.4,52,52.8,0,0,4.1,10.7
2021-09-02T21:00,70,56,53.7,0,0,4.9,7.8
2021-09-02T22:00,67.2,63,54.2,0,0,7.1,11.4
2021-09-02T23:00,65.1,69,54.5,0,0,5.8,11.9
2021-09-03T00:00,64.6,67,53.2,0,0,3.4,9.4
2021-09-03T01:00,63,70,53,0,0,2.1,5.4
2021-09-03T02:00,60.7,77,53.4,0,0,3.5,5.4
2021-09-03T03:00,59.4,81,53.6,0,0,3.9,6.5
2021-09-03T04:00,58.1,85,53.7,0,0,2.4,6.3
2021-09-03T05:00,60.5,74,52.3,0,0,3.4,4
2021-09-03T06:00,59.8,72,50.7,0,0,2.2,5.6
2021-09-03T07:00,62.3,66,50.7,0,0,1.1,6.3
2021-09-03T08:00,66.1,59,51.3,0,0,2.1,7.8
2021-09-03T09:00,70.3,51,51.5,0,0,4.1,11.4
2021-09-03T10:00,74.5,46,52.6,0,0,5.3,14.1
2021-09-03T11:00,76.5,47,54.7,0,0,6.1,16.1
2021-09-03T12:00,78.9,43,54.4,0,0,2.6,18.8
2021-09-03T13:00,78.3,44,54.9,0.004,0,6.7,16.8
2021-09-03T14:00,71.7,63,58.6,0.071,0,6.9,17.2
2021-09-03T15:00,75.2,52,56.4,0,0,7.2,15.9
2021-09-03T16:00,74.8,50,55.2,0,0,1.9,16.1
2021-09-03T17:00,73.9,46,51.6,0,0,7,8.3
2021-09-03T18:00,72.3,54,54.9,0,0,5.7,13.6
2021-09-03T19:00,69.9,59,55,0,0,7.8,8.9
2021-09-03T20:00,66.8,64,54.2,0,0,11.7,23.5
2021-09-03T21:00,64.3,71,54.6,0,0,8.9,19.5
2021-09-03T22:00,62.8,77,55.3,0,0,7.9,15.4
2021-09-03T23:00,61.3,81,55.3,0,0,4.1,13.2
2021-09-04T00:00,60.6,82,55.1,0,0,2,6.9
2021-09-04T01:00,60.6,81,54.7,0,0,3.1,4.9
2021-09-04T02:00,58.7,86,54.5,0,0,3.6,5.6
2021-09-04T03:00,56.9,91,54.3,0,0,3.5,5.8
2021-09-04T04:00,55.7,91,53,0,0,3.2,5.8
2021-09-04T05:00,54.7,82,49.2,0,0,3,6.7
2021-09-04T06:00,54.6,82,49.1,0,0,2.2,5.4
2021-09-04T07:00,57.7,76,50.2,0,0,0.2,4.9
2021-09-04T08:00,63,64,50.5,0,0,1.9,8.3
2021-09-04T09:00,69.7,45,47.5,0,0,2.2,9.8
2021-09-04T10:00,75.2,33,44.5,0,0,1.3,9.8
2021-09-04T11:00,78.5,27,42,0,0,2.1,10.7
2021-09-04T12:00,80.6,24,40.6,0,0,1.2,10.7
2021-09-04T13:00,82,23,40.4,0,0,1.6,10.5
2021-09-04T14:00,82.9,22,40.1,0,0,2.3,11.2
2021-09-04T15:00,83.1,21,39.7,0,0,4.7,12.3
2021-09-04T16:00,82.3,22,40,0,0,8.1,16.1
2021-09-04T17:00,81.6,22,39,0,0,6.5,16.8
2021-09-04T18:00,78,27,41.4,0,0,9.5,15.9
2021-09-04T19:00,73.9,32,42.6,0,0,4.8,15.7
2021-09-04T20:00,71.5,47,50,0,0,8,13.6
2021-09-04T21:00,66.5,62,53.1,0,0,3.8,13.2
2021-09-04T22:00,63.5,67,52.3,0,0,3.4,6.3
2021-09-04T23:00,60.9,67,49.8,0,0,3.7,6.5
2021-09-05T00:00,59.5,60,45.9,0,0,3.8,6.3
2021-09-05T01:00,58.3,49,39.4,0,0,4,6.9
2021-09-05T02:00,57.1,41,33.4,0,0,4.2,6.5
2021-09-05T03:00,55.3,38,30.3,0,0,4.5,7.6
2021-09-05T04:00,54.1,38,29.3,0,0,5.2,8.7
2021-09-05T05:00,54.9,36,28.6,0,0,5.2,8.9
2021-09-05T06:00,54.7,38,29.3,0,0,4.5,8.7
2021-09-05T07:00,60,36,32.6,0,0,4.9,9.8
2021-09-05T08:00,69.6,29,36.1,0,0,4,10.5
2021-09-05T09:00,76.9,18,30.8,0,0,2,10.5
2021-09-05T10:00,80.4,11,21.1,0,0,2.3,10.1
2021-09-05T11:00,82.6,9,18.8,0,0,2.9,11.4
2021-09-05T12:00,84.4,9,18.8,0,0,3.8,12.8
2021-09-05T13:00,85.8,9,19.6,0,0,5.1,14.3
2021-09-05T14:00,86.7,9,20.4,0,0,6.8,16.1
2021-09-05T15:00,86.5,9,20.7,0,0,8.2,17.4
2021-09-05T16:00,85.2,9,20.9,0,0,7.8,17.7
2021-09-05T17:00,83.8,10,22.3,0,0,6.4,15.9
2021-09-05T18:00,77.5,16,28.4,0,0,4.6,11.2
2021-09-05T19:00,77.4,15,25.8,0,0,4.2,7.6
2021-09-05T20:00,68.7,22,28.5,0,0,5.8,7.6
2021-09-05T21:00,65.1,28,31.1,0,0,4.8,7.4
2021-09-05T22:00,61.9,34,33.4,0,0,4.2,8.1
2021-09-05T23:00,58.6,41,35.2,0,0,3.3,6.9
2021-09-06T00:00,57.5,45,36.5,0,0,3.7,5.6
2021-09-06T01:00,56.3,46,35.6,0,0,3.8,6.3
2021-09-06T02:00,55.1,45,34.3,0,0,3.6,6.3
2021-09-06T03:00,54.4,43,32.3,0,0,3.6,5.8
2021-09-06T04:00,53.7,41,30.4,0,0,4.3,6
2021-09-06T05:00,54.1,38,28.8,0,0,5.6,7.2
2021-09-06T06:00,56,36,29.8,0,0,5.1,7.8
2021-09-06T07:00,63.4,30,31.8,0,0,6.2,11.2
2021-09-06T08:00,73.9,21,32,0,0,4.1,11.2
2021-09-06T09:00,82,15,29.8,0,0,2,10.1
2021-09-06T10:00,86.1,10,23.9,0,0,1.4,8.7
2021-09-06T11:00,88.3,9,23,0,0,3.7,12.1
2021-09-06T12:00,89.9,9,24.1,0,0,4.2,13.2
2021-09-06T13:00,91.1,9,25.1,0,0,5.4,14.5
2021-09-06T14:00,91.9,9,25.5,0,0,5.8,15
2021-09-06T15:00,92.1,9,25.4,0,0,6.6,15.2
2021-09-06T16:00,91.5,9,25.1,0,0,7.4,15.2
2021-09-06T17:00,90.4,8,20.4,0,0,7.3,15
2021-09-06T18:00,85,10,21.2,0,0,6.7,13.6
2021-09-06T19:00,80.3,12,22.2,0,0,12,18.6
2021-09-06T20:00,78.1,12,20.4,0,0,12.3,22.4
2021-09-06T21:00,75.2,13,21.7,0,0,10.4,20.4
2021-09-06T22:00,72.7,15,22.6,0,0,9.2,17.2
2021-09-06T23:00,69.1,17,22.9,0,0,5.4,15.2
2021-09-07T00:00,64.1,21,23.5,0,0,6.8,8.7
2021-09-07T01:00,62.7,23,23.8,0,0,6.5,8.5
2021-09-07T02:00,62.2,23,23.7,0,0,5.6,9.4
2021-09-07T03:00,66.6,19,23.3,0,0,4.3,9.4
2021-09-07T04:00,59.5,28,26.7,0,0,5.2,6.3
2021-09-07T05:00,58.2,31,27.9,0,0,5.6,6.3
2021-09-07T06:00,60.4,32,30.7,0,0,3.8,6.7
2021-09-07T07:00,65.6,27,30.9,0,0,1.6,6
2021-09-07T08:00,71.7,20,28.7,0,0,2.2,8.9
2021-09-07T09:00,76.2,17,27.6,0,0,6.8,15.4
2021-09-07T10:00,78,18,31.3,0,0,7,17
2021-09-07T11:00,80.3,18,32.4,0,0,6.3,16.8
2021-09-07T12:00,82.5,16,32.1,0,0,5.3,16.3
2021-09-07T13:00,84.1,15,32.1,0,0,5,15.2
2021-09-07T14:00,85.2,15,32.7,0,0,4,14.5
2021-09-07T15:00,85.6,15,33.2,0,0,3.6,13
2021-09-07T16:00,85.1,16,33.3,0,0,5,12.5
2021-09-07T17:00,83.5,15,31,0,0,5,12.5
2021-09-07T18:00,77.9,23,37,0,0,4.6,9.8
2021-09-07T19:00,73,26,35.7,0,0,6.2,7.6
2021-09-07T20:00,70.3,30,37.7,0,0,5.9,8.1
2021-09-07T21:00,72.9,27,36.8,0,0,2.7,7.2
2021-09-07T22:00,64.8,36,37.5,0,0,5.4,6.3
2021-09-07T23:00,62,40,37.2,0,0,3.3,6.7
2021-09-08T00:00,59.3,46,38.7,0,0,3.2,5.4
2021-09-08T01:00,58.4,50,39.6,0,0,4,5.8
2021-09-08T02:00,59.5,46,38.8,0,0,2.7,4.7
2021-09-08T03:00,56.8,50,38.2,0,0,3.2,3.8
2021-09-08T04:00,58.1,45,37,0,0,2.4,4
2021-09-08T05:00,58.3,44,36.7,0,0,2.3,2.9
2021-09-08T06:00,57.5,48,38,0,0,2.9,4.3
2021-09-08T07:00,59,49,40,0,0,1.6,5.6
2021-09-08T08:00,63.6,42,40.2,0,0,1.1,6.9
2021-09-08T09:00,69.8,33,39.3,0,0,1.1,8.5
2021-09-08T10:00,75.5,26,38.3,0,0,3.6,11.9
2021-09-08T11:00,80.1,22,37.5,0,0,5.9,15.4
2021-09-08T12:00,83.5,18,35.7,0,0,6.7,17
2021-09-08T13:00,85.7,17,35.2,0,0,7.1,17.4
2021-09-08T14:00,86.8,16,35.9,0,0,7.5,17.4
2021-09-08T15:00,86.9,16,36.1,0,0,8,17.9
2021-09-08T16:00,86.1,17,36.5,0,0,7.9,17.7
2021-09-08T17:00,84.7,18,36.5,0,0,5.1,16.3
2021-09-08T18:00,79.2,23,38,0,0,3.8,10.1
2021-09-08T19:00,73.9,27,37.6,0,0,5,6.7
2021-09-08T20:00,72.4,30,38.9,0,0,5.3,7.4
2021-09-08T21:00,73.7,28,38.6,0,0,3.7,6.3
2021-09-08T22:00,71.8,30,38.8,0,0,0.9,4.5
2021-09-08T23:00,68.2,35,39.7,0,0,3.4,4.3
2021-09-09T00:00,62.4,45,40.8,0,0,4.3,4.5
2021-09-09T01:00,60.7,44,38.9,0,0,4.3,6.9
2021-09-09T02:00,57.9,40,33.5,0,0,4.5,7.2
2021-09-09T03:00,55.5,42,33,0,0,4.5,6.3
2021-09-09T04:00,53.6,53,36.9,0,0,5.2,6.5
2021-09-09T05:00,53.3,53,36.5,0,0,3.7,6.9
2021-09-09T06:00,53.8,49,35,0,0,4.2,6.5
2021-09-09T07:00,60.2,38,34.3,0,0,4.5,9.4
2021-09-09T08:00,70.8,27,35.6,0,0,2.6,9.2
2021-09-09T09:00,81.3,18,33.6,0,0,3.1,10.1
2021-09-09T10:00,88.1,11,25.9,0,0,2.9,11.2
2021-09-09T11:00,90.9,8,20.6,0,0,1.6,10.7
2021-09-09T12:00,92.8,6,16.9,0,0,4.9,13.4
2021-09-09T13:00,94.2,6,18,0,0,6.3,15.4
2021-09-09T14:00,94.7,7,19.4,0,0,7.4,16.6
2021-09-09T15:00,94.4,7,20.7,0,0,8.2,17.2
2021-09-09T16:00,93.2,8,22.2,0,0,8.2,17.2
2021-09-09T17:00,91.8,9,24.7,0,0,4.7,16.1
2021-09-09T18:00,82.7,16,31.9,0,0,6.2,7.6
2021-09-09T19:00,83.9,12,26.4,0,0,3.1,7.4
2021-09-09T20:00,73.5,19,28.6,0,0,5.2,7.8
2021-09-09T21:00,68,25,30.4,0,0,4.1,7.6
2021-09-09T22:00,64.1,30,32.2,0,0,4,6.3
